Format,1.0B,
Memory Length,10000,
IntpDistance,0,
Trigger Address,4069,
Trigger Level,1.400E+00,
Source,CH1,
Vertical Units,A,
Vertical Units Div,0,
Vertical Units Extend Div,36,
Label, ,
Probe Type,1,
Probe Ratio,1.000E+02,
Vertical Scale,2.000E-01,
Vertical Position,-6.080E-01,
Horizontal Units,S,
Horizontal Scale,1.000E-03,
Horizontal Position,9.300E-04,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,1.000E-06,
Horizontal Old Scale,1.000E-03,
Horizontal Old Position,9.300E-04,
Firmware,V1.17,
Mode,Detail,
Waveform Data,
3.838000e-03,1.10e+00,
3.839000e-03,8.24e-01,
3.840000e-03,4.88e-01,
3.841000e-03,5.52e-01,
3.842000e-03,5.84e-01,
3.843000e-03,6.64e-01,
3.844000e-03,5.84e-01,
3.845000e-03,7.44e-01,
3.846000e-03,9.52e-01,
3.847000e-03,8.24e-01,
3.848000e-03,9.44e-01,
3.849000e-03,9.52e-01,
3.850000e-03,8.88e-01,
3.851000e-03,1.02e+00,
3.852000e-03,9.68e-01,
3.853000e-03,1.05e+00,
3.854000e-03,1.15e+00,
3.855000e-03,9.92e-01,
3.856000e-03,1.11e+00,
3.857000e-03,1.03e+00,
3.858000e-03,1.10e+00,
3.859000e-03,1.03e+00,
3.860000e-03,1.25e+00,
3.861000e-03,1.13e+00,
3.862000e-03,1.10e+00,
3.863000e-03,1.14e+00,
3.864000e-03,1.11e+00,
3.865000e-03,1.05e+00,
3.866000e-03,9.92e-01,
3.867000e-03,1.19e+00,
3.868000e-03,1.07e+00,
3.869000e-03,9.92e-01,
3.870000e-03,1.02e+00,
3.871000e-03,1.01e+00,
3.872000e-03,1.06e+00,
3.873000e-03,1.13e+00,
3.874000e-03,9.52e-01,
3.875000e-03,9.12e-01,
3.876000e-03,5.84e-01,
3.877000e-03,7.84e-01,
3.878000e-03,9.04e-01,
3.879000e-03,7.12e-01,
3.880000e-03,8.88e-01,
3.881000e-03,9.52e-01,
3.882000e-03,9.04e-01,
3.883000e-03,9.44e-01,
3.884000e-03,9.04e-01,
3.885000e-03,1.07e+00,
3.886000e-03,9.68e-01,
3.887000e-03,7.92e-01,
3.888000e-03,9.52e-01,
3.889000e-03,1.02e+00,
3.890000e-03,1.02e+00,
3.891000e-03,1.03e+00,
3.892000e-03,9.68e-01,
3.893000e-03,8.48e-01,
3.894000e-03,8.64e-01,
3.895000e-03,9.12e-01,
3.896000e-03,9.92e-01,
3.897000e-03,9.52e-01,
3.898000e-03,9.84e-01,
3.899000e-03,9.12e-01,
3.900000e-03,1.01e+00,
3.901000e-03,9.52e-01,
3.902000e-03,1.25e+00,
3.903000e-03,9.52e-01,
3.904000e-03,8.72e-01,
3.905000e-03,8.48e-01,
3.906000e-03,8.32e-01,
3.907000e-03,9.12e-01,
3.908000e-03,1.02e+00,
3.909000e-03,9.28e-01,
3.910000e-03,1.06e+00,
3.911000e-03,1.01e+00,
3.912000e-03,9.44e-01,
3.913000e-03,7.44e-01,
3.914000e-03,9.04e-01,
3.915000e-03,9.12e-01,
3.916000e-03,7.68e-01,
3.917000e-03,7.84e-01,
3.918000e-03,9.52e-01,
3.919000e-03,9.12e-01,
3.920000e-03,1.06e+00,
3.921000e-03,9.52e-01,
3.922000e-03,9.84e-01,
3.923000e-03,7.84e-01,
3.924000e-03,9.04e-01,
3.925000e-03,1.05e+00,
3.926000e-03,9.12e-01,
3.927000e-03,9.04e-01,
3.928000e-03,9.28e-01,
3.929000e-03,9.04e-01,
3.930000e-03,9.04e-01,
3.931000e-03,1.45e+00,
3.932000e-03,8.08e-01,
3.933000e-03,9.84e-01,
3.934000e-03,9.04e-01,
3.935000e-03,1.02e+00,
3.936000e-03,1.06e+00,
3.937000e-03,1.05e+00,
3.938000e-03,1.02e+00,
3.939000e-03,9.68e-01,
3.940000e-03,9.04e-01,
3.941000e-03,9.28e-01,
3.942000e-03,8.72e-01,
3.943000e-03,9.52e-01,
3.944000e-03,9.68e-01,
3.945000e-03,8.32e-01,
3.946000e-03,9.28e-01,
3.947000e-03,9.52e-01,
3.948000e-03,9.04e-01,
3.949000e-03,1.03e+00,
3.950000e-03,9.12e-01,
3.951000e-03,7.52e-01,
3.952000e-03,7.68e-01,
3.953000e-03,7.04e-01,
3.954000e-03,9.28e-01,
3.955000e-03,7.92e-01,
3.956000e-03,8.72e-01,
3.957000e-03,9.44e-01,
3.958000e-03,8.48e-01,
3.959000e-03,8.72e-01,
3.960000e-03,8.88e-01,
3.961000e-03,8.24e-01,
3.962000e-03,8.72e-01,
3.963000e-03,8.08e-01,
3.964000e-03,8.64e-01,
3.965000e-03,8.24e-01,
3.966000e-03,1.01e+00,
3.967000e-03,8.48e-01,
3.968000e-03,8.08e-01,
3.969000e-03,9.04e-01,
3.970000e-03,8.32e-01,
3.971000e-03,1.39e+00,
3.972000e-03,1.05e+00,
3.973000e-03,8.08e-01,
3.974000e-03,7.68e-01,
3.975000e-03,5.92e-01,
3.976000e-03,9.28e-01,
3.977000e-03,8.88e-01,
3.978000e-03,9.52e-01,
3.979000e-03,1.05e+00,
3.980000e-03,9.44e-01,
3.981000e-03,8.88e-01,
3.982000e-03,9.68e-01,
3.983000e-03,1.03e+00,
3.984000e-03,1.07e+00,
3.985000e-03,1.06e+00,
3.986000e-03,1.15e+00,
3.987000e-03,1.10e+00,
3.988000e-03,1.06e+00,
3.989000e-03,1.14e+00,
3.990000e-03,1.13e+00,
3.991000e-03,1.05e+00,
3.992000e-03,1.17e+00,
3.993000e-03,9.84e-01,
3.994000e-03,1.14e+00,
3.995000e-03,1.10e+00,
3.996000e-03,1.05e+00,
3.997000e-03,1.13e+00,
3.998000e-03,1.03e+00,
3.999000e-03,1.05e+00,
4.000000e-03,1.06e+00,
4.001000e-03,1.15e+00,
4.002000e-03,1.11e+00,
4.003000e-03,1.11e+00,
4.004000e-03,9.52e-01,
4.005000e-03,1.09e+00,
4.006000e-03,1.10e+00,
4.007000e-03,1.06e+00,
4.008000e-03,9.84e-01,
4.009000e-03,1.06e+00,
4.010000e-03,1.02e+00,
4.011000e-03,1.13e+00,
4.012000e-03,1.10e+00,
4.013000e-03,1.10e+00,
4.014000e-03,1.11e+00,
4.015000e-03,1.05e+00,
4.016000e-03,1.03e+00,
4.017000e-03,9.52e-01,
4.018000e-03,9.92e-01,
4.019000e-03,8.64e-01,
4.020000e-03,1.06e+00,
4.021000e-03,1.02e+00,
4.022000e-03,9.92e-01,
4.023000e-03,1.14e+00,
4.024000e-03,1.03e+00,
4.025000e-03,1.05e+00,
4.026000e-03,9.84e-01,
4.027000e-03,9.28e-01,
4.028000e-03,1.06e+00,
4.029000e-03,1.03e+00,
4.030000e-03,1.01e+00,
4.031000e-03,9.68e-01,
4.032000e-03,1.05e+00,
4.033000e-03,9.84e-01,
4.034000e-03,9.28e-01,
4.035000e-03,1.03e+00,
4.036000e-03,9.12e-01,
4.037000e-03,9.44e-01,
4.038000e-03,9.92e-01,
4.039000e-03,9.44e-01,
4.040000e-03,1.02e+00,
4.041000e-03,9.28e-01,
4.042000e-03,9.12e-01,
4.043000e-03,1.03e+00,
4.044000e-03,9.52e-01,
4.045000e-03,1.03e+00,
4.046000e-03,1.05e+00,
4.047000e-03,9.92e-01,
4.048000e-03,1.01e+00,
4.049000e-03,9.28e-01,
4.050000e-03,8.24e-01,
4.051000e-03,8.24e-01,
4.052000e-03,9.52e-01,
4.053000e-03,9.12e-01,
4.054000e-03,1.09e+00,
4.055000e-03,9.44e-01,
4.056000e-03,9.68e-01,
4.057000e-03,9.44e-01,
4.058000e-03,9.52e-01,
4.059000e-03,9.52e-01,
4.060000e-03,7.92e-01,
4.061000e-03,9.12e-01,
4.062000e-03,8.24e-01,
4.063000e-03,1.01e+00,
4.064000e-03,1.05e+00,
4.065000e-03,8.72e-01,
4.066000e-03,8.08e-01,
4.067000e-03,6.08e-01,
4.068000e-03,5.92e-01,
4.069000e-03,7.04e-01,
4.070000e-03,7.12e-01,
4.071000e-03,8.24e-01,
4.072000e-03,7.92e-01,
4.073000e-03,7.92e-01,
4.074000e-03,8.64e-01,
4.075000e-03,8.32e-01,
4.076000e-03,8.24e-01,
4.077000e-03,9.28e-01,
4.078000e-03,7.12e-01,
4.079000e-03,7.68e-01,
4.080000e-03,6.88e-01,
4.081000e-03,9.12e-01,
4.082000e-03,8.48e-01,
4.083000e-03,9.52e-01,
4.084000e-03,7.84e-01,
4.085000e-03,8.72e-01,
4.086000e-03,9.68e-01,
4.087000e-03,7.84e-01,
4.088000e-03,8.24e-01,
4.089000e-03,7.92e-01,
4.090000e-03,8.32e-01,
4.091000e-03,8.64e-01,
4.092000e-03,7.92e-01,
4.093000e-03,9.52e-01,
4.094000e-03,8.08e-01,
4.095000e-03,8.72e-01,
4.096000e-03,9.52e-01,
4.097000e-03,8.48e-01,
4.098000e-03,8.64e-01,
4.099000e-03,8.48e-01,
4.100000e-03,9.28e-01,
4.101000e-03,8.48e-01,
4.102000e-03,8.08e-01,
4.103000e-03,7.84e-01,
4.104000e-03,7.52e-01,
4.105000e-03,5.52e-01,
4.106000e-03,6.24e-01,
4.107000e-03,5.68e-01,
4.108000e-03,5.28e-01,
4.109000e-03,5.68e-01,
4.110000e-03,7.28e-01,
4.111000e-03,8.64e-01,
4.112000e-03,7.92e-01,
4.113000e-03,8.72e-01,
4.114000e-03,8.88e-01,
4.115000e-03,8.72e-01,
4.116000e-03,9.12e-01,
4.117000e-03,1.03e+00,
4.118000e-03,1.03e+00,
4.119000e-03,9.12e-01,
4.120000e-03,1.10e+00,
4.121000e-03,1.09e+00,
4.122000e-03,9.52e-01,
4.123000e-03,1.07e+00,
4.124000e-03,1.25e+00,
4.125000e-03,9.52e-01,
4.126000e-03,9.92e-01,
4.127000e-03,1.05e+00,
4.128000e-03,1.01e+00,
4.129000e-03,1.10e+00,
4.130000e-03,1.03e+00,
4.131000e-03,1.09e+00,
4.132000e-03,1.09e+00,
4.133000e-03,1.03e+00,
4.134000e-03,1.11e+00,
4.135000e-03,1.05e+00,
4.136000e-03,1.06e+00,
4.137000e-03,1.05e+00,
4.138000e-03,9.28e-01,
4.139000e-03,9.12e-01,
4.140000e-03,1.13e+00,
4.141000e-03,1.17e+00,
4.142000e-03,1.09e+00,
4.143000e-03,1.13e+00,
4.144000e-03,9.92e-01,
4.145000e-03,1.07e+00,
4.146000e-03,1.01e+00,
4.147000e-03,1.03e+00,
4.148000e-03,1.02e+00,
4.149000e-03,9.92e-01,
4.150000e-03,9.44e-01,
4.151000e-03,1.03e+00,
4.152000e-03,1.06e+00,
4.153000e-03,1.15e+00,
4.154000e-03,1.13e+00,
4.155000e-03,1.01e+00,
4.156000e-03,9.68e-01,
4.157000e-03,1.07e+00,
4.158000e-03,1.07e+00,
4.159000e-03,1.11e+00,
4.160000e-03,1.01e+00,
4.161000e-03,1.02e+00,
4.162000e-03,1.03e+00,
4.163000e-03,1.11e+00,
4.164000e-03,1.18e+00,
4.165000e-03,1.23e+00,
4.166000e-03,1.10e+00,
4.167000e-03,1.15e+00,
4.168000e-03,9.52e-01,
4.169000e-03,1.18e+00,
4.170000e-03,1.07e+00,
4.171000e-03,1.11e+00,
4.172000e-03,1.01e+00,
4.173000e-03,1.07e+00,
4.174000e-03,1.06e+00,
4.175000e-03,1.06e+00,
4.176000e-03,1.03e+00,
4.177000e-03,1.06e+00,
4.178000e-03,9.84e-01,
4.179000e-03,9.12e-01,
4.180000e-03,1.05e+00,
4.181000e-03,1.09e+00,
4.182000e-03,9.28e-01,
4.183000e-03,9.44e-01,
4.184000e-03,9.68e-01,
4.185000e-03,8.48e-01,
4.186000e-03,9.92e-01,
4.187000e-03,1.01e+00,
4.188000e-03,9.44e-01,
4.189000e-03,1.07e+00,
4.190000e-03,9.12e-01,
4.191000e-03,1.01e+00,
4.192000e-03,9.28e-01,
4.193000e-03,9.44e-01,
4.194000e-03,9.28e-01,
4.195000e-03,8.08e-01,
4.196000e-03,9.68e-01,
4.197000e-03,8.32e-01,
4.198000e-03,9.04e-01,
4.199000e-03,1.02e+00,
4.200000e-03,9.52e-01,
4.201000e-03,8.72e-01,
4.202000e-03,1.03e+00,
4.203000e-03,9.28e-01,
4.204000e-03,9.28e-01,
4.205000e-03,9.84e-01,
4.206000e-03,9.44e-01,
4.207000e-03,1.07e+00,
4.208000e-03,8.88e-01,
4.209000e-03,9.28e-01,
4.210000e-03,9.92e-01,
4.211000e-03,8.64e-01,
4.212000e-03,1.05e+00,
4.213000e-03,9.52e-01,
4.214000e-03,9.04e-01,
4.215000e-03,9.52e-01,
4.216000e-03,8.64e-01,
4.217000e-03,8.32e-01,
4.218000e-03,8.32e-01,
4.219000e-03,8.08e-01,
4.220000e-03,7.92e-01,
4.221000e-03,8.64e-01,
4.222000e-03,9.52e-01,
4.223000e-03,9.28e-01,
4.224000e-03,9.52e-01,
4.225000e-03,8.08e-01,
4.226000e-03,4.72e-01,
4.227000e-03,9.28e-01,
4.228000e-03,8.32e-01,
4.229000e-03,9.68e-01,
4.230000e-03,8.48e-01,
4.231000e-03,8.64e-01,
4.232000e-03,9.04e-01,
4.233000e-03,8.48e-01,
4.234000e-03,9.12e-01,
4.235000e-03,9.44e-01,
4.236000e-03,7.28e-01,
4.237000e-03,8.24e-01,
4.238000e-03,4.48e-01,
4.239000e-03,8.08e-01,
4.240000e-03,5.04e-01,
4.241000e-03,5.52e-01,
4.242000e-03,5.68e-01,
4.243000e-03,6.72e-01,
4.244000e-03,7.44e-01,
4.245000e-03,8.48e-01,
4.246000e-03,8.32e-01,
4.247000e-03,8.48e-01,
4.248000e-03,9.92e-01,
4.249000e-03,9.44e-01,
4.250000e-03,9.52e-01,
4.251000e-03,9.44e-01,
4.252000e-03,1.18e+00,
4.253000e-03,8.64e-01,
4.254000e-03,8.72e-01,
4.255000e-03,9.52e-01,
4.256000e-03,9.92e-01,
4.257000e-03,1.01e+00,
4.258000e-03,9.04e-01,
4.259000e-03,6.72e-01,
4.260000e-03,8.64e-01,
4.261000e-03,9.12e-01,
4.262000e-03,9.84e-01,
4.263000e-03,9.68e-01,
4.264000e-03,9.04e-01,
4.265000e-03,9.92e-01,
4.266000e-03,9.52e-01,
4.267000e-03,8.64e-01,
4.268000e-03,1.09e+00,
4.269000e-03,9.44e-01,
4.270000e-03,1.13e+00,
4.271000e-03,1.01e+00,
4.272000e-03,1.03e+00,
4.273000e-03,9.52e-01,
4.274000e-03,9.12e-01,
4.275000e-03,9.84e-01,
4.276000e-03,1.11e+00,
4.277000e-03,7.84e-01,
4.278000e-03,1.07e+00,
4.279000e-03,9.68e-01,
4.280000e-03,9.92e-01,
4.281000e-03,1.59e+00,
4.282000e-03,8.64e-01,
4.283000e-03,1.02e+00,
4.284000e-03,1.09e+00,
4.285000e-03,1.13e+00,
4.286000e-03,1.10e+00,
4.287000e-03,1.01e+00,
4.288000e-03,1.05e+00,
4.289000e-03,9.68e-01,
4.290000e-03,1.03e+00,
4.291000e-03,9.52e-01,
4.292000e-03,9.68e-01,
4.293000e-03,1.02e+00,
4.294000e-03,9.52e-01,
4.295000e-03,1.01e+00,
4.296000e-03,9.52e-01,
4.297000e-03,1.09e+00,
4.298000e-03,9.84e-01,
4.299000e-03,1.13e+00,
4.300000e-03,9.92e-01,
4.301000e-03,8.64e-01,
4.302000e-03,9.28e-01,
4.303000e-03,9.28e-01,
4.304000e-03,9.84e-01,
4.305000e-03,9.84e-01,
4.306000e-03,9.68e-01,
4.307000e-03,9.68e-01,
4.308000e-03,9.28e-01,
4.309000e-03,9.44e-01,
4.310000e-03,1.05e+00,
4.311000e-03,7.52e-01,
4.312000e-03,8.32e-01,
4.313000e-03,9.68e-01,
4.314000e-03,9.44e-01,
4.315000e-03,9.84e-01,
4.316000e-03,9.28e-01,
4.317000e-03,1.01e+00,
4.318000e-03,9.28e-01,
4.319000e-03,9.12e-01,
4.320000e-03,9.52e-01,
4.321000e-03,9.28e-01,
4.322000e-03,9.44e-01,
4.323000e-03,1.01e+00,
4.324000e-03,9.44e-01,
4.325000e-03,8.32e-01,
4.326000e-03,1.03e+00,
4.327000e-03,9.92e-01,
4.328000e-03,1.06e+00,
4.329000e-03,9.52e-01,
4.330000e-03,8.88e-01,
4.331000e-03,7.68e-01,
4.332000e-03,7.92e-01,
4.333000e-03,9.68e-01,
4.334000e-03,9.12e-01,
4.335000e-03,9.12e-01,
4.336000e-03,9.52e-01,
4.337000e-03,9.04e-01,
4.338000e-03,9.12e-01,
4.339000e-03,9.04e-01,
4.340000e-03,9.28e-01,
4.341000e-03,7.52e-01,
4.342000e-03,8.08e-01,
4.343000e-03,7.68e-01,
4.344000e-03,9.92e-01,
4.345000e-03,9.28e-01,
4.346000e-03,9.84e-01,
4.347000e-03,8.48e-01,
4.348000e-03,8.48e-01,
4.349000e-03,1.01e+00,
4.350000e-03,8.24e-01,
4.351000e-03,8.88e-01,
4.352000e-03,8.08e-01,
4.353000e-03,8.48e-01,
4.354000e-03,6.72e-01,
4.355000e-03,1.06e+00,
4.356000e-03,1.13e+00,
4.357000e-03,1.19e+00,
4.358000e-03,1.05e+00,
4.359000e-03,9.52e-01,
4.360000e-03,9.28e-01,
4.361000e-03,8.88e-01,
4.362000e-03,8.72e-01,
4.363000e-03,1.01e+00,
4.364000e-03,9.28e-01,
4.365000e-03,9.92e-01,
4.366000e-03,9.04e-01,
4.367000e-03,8.64e-01,
4.368000e-03,9.12e-01,
4.369000e-03,8.48e-01,
4.370000e-03,8.32e-01,
4.371000e-03,7.28e-01,
4.372000e-03,6.88e-01,
4.373000e-03,8.08e-01,
4.374000e-03,5.28e-01,
4.375000e-03,6.08e-01,
4.376000e-03,5.92e-01,
4.377000e-03,7.28e-01,
4.378000e-03,7.44e-01,
4.379000e-03,8.08e-01,
4.380000e-03,8.48e-01,
4.381000e-03,9.52e-01,
4.382000e-03,9.04e-01,
4.383000e-03,9.28e-01,
4.384000e-03,1.11e+00,
4.385000e-03,1.01e+00,
4.386000e-03,8.88e-01,
4.387000e-03,1.07e+00,
4.388000e-03,9.84e-01,
4.389000e-03,1.03e+00,
4.390000e-03,1.11e+00,
4.391000e-03,1.07e+00,
4.392000e-03,1.11e+00,
4.393000e-03,1.06e+00,
4.394000e-03,9.68e-01,
4.395000e-03,9.84e-01,
4.396000e-03,9.52e-01,
4.397000e-03,9.44e-01,
4.398000e-03,1.34e+00,
4.399000e-03,7.92e-01,
4.400000e-03,9.68e-01,
4.401000e-03,8.72e-01,
4.402000e-03,1.21e+00,
4.403000e-03,1.13e+00,
4.404000e-03,1.02e+00,
4.405000e-03,1.07e+00,
4.406000e-03,1.05e+00,
4.407000e-03,1.07e+00,
4.408000e-03,1.06e+00,
4.409000e-03,1.06e+00,
4.410000e-03,1.05e+00,
4.411000e-03,1.10e+00,
4.412000e-03,1.01e+00,
4.413000e-03,1.01e+00,
4.414000e-03,1.18e+00,
4.415000e-03,9.12e-01,
4.416000e-03,1.15e+00,
4.417000e-03,9.92e-01,
4.418000e-03,9.12e-01,
4.419000e-03,1.06e+00,
4.420000e-03,9.68e-01,
4.421000e-03,1.06e+00,
4.422000e-03,1.02e+00,
4.423000e-03,9.68e-01,
4.424000e-03,1.09e+00,
4.425000e-03,9.28e-01,
4.426000e-03,9.52e-01,
4.427000e-03,1.30e+00,
4.428000e-03,9.28e-01,
4.429000e-03,1.09e+00,
4.430000e-03,9.12e-01,
4.431000e-03,1.09e+00,
4.432000e-03,9.68e-01,
4.433000e-03,9.28e-01,
4.434000e-03,1.03e+00,
4.435000e-03,9.68e-01,
4.436000e-03,9.68e-01,
4.437000e-03,1.02e+00,
4.438000e-03,1.02e+00,
4.439000e-03,9.84e-01,
4.440000e-03,9.68e-01,
4.441000e-03,9.52e-01,
4.442000e-03,9.84e-01,
4.443000e-03,1.01e+00,
4.444000e-03,9.68e-01,
4.445000e-03,1.05e+00,
4.446000e-03,7.92e-01,
4.447000e-03,8.72e-01,
4.448000e-03,7.68e-01,
4.449000e-03,7.92e-01,
4.450000e-03,6.32e-01,
4.451000e-03,4.88e-01,
4.452000e-03,7.52e-01,
4.453000e-03,7.84e-01,
4.454000e-03,7.84e-01,
4.455000e-03,8.08e-01,
4.456000e-03,8.48e-01,
4.457000e-03,6.24e-01,
4.458000e-03,7.92e-01,
4.459000e-03,9.44e-01,
4.460000e-03,9.52e-01,
4.461000e-03,8.72e-01,
4.462000e-03,9.12e-01,
4.463000e-03,9.12e-01,
4.464000e-03,8.08e-01,
4.465000e-03,8.72e-01,
4.466000e-03,8.08e-01,
4.467000e-03,8.08e-01,
4.468000e-03,9.04e-01,
4.469000e-03,8.64e-01,
4.470000e-03,8.32e-01,
4.471000e-03,9.04e-01,
4.472000e-03,9.68e-01,
4.473000e-03,9.04e-01,
4.474000e-03,1.02e+00,
4.475000e-03,7.92e-01,
4.476000e-03,7.52e-01,
4.477000e-03,8.32e-01,
4.478000e-03,8.48e-01,
4.479000e-03,9.44e-01,
4.480000e-03,8.88e-01,
4.481000e-03,9.12e-01,
4.482000e-03,8.24e-01,
4.483000e-03,8.48e-01,
4.484000e-03,8.08e-01,
4.485000e-03,7.68e-01,
4.486000e-03,6.48e-01,
4.487000e-03,6.88e-01,
4.488000e-03,8.64e-01,
4.489000e-03,8.32e-01,
4.490000e-03,1.02e+00,
4.491000e-03,1.02e+00,
4.492000e-03,8.24e-01,
4.493000e-03,7.52e-01,
4.494000e-03,8.48e-01,
4.495000e-03,8.32e-01,
4.496000e-03,8.24e-01,
4.497000e-03,8.48e-01,
4.498000e-03,9.28e-01,
4.499000e-03,8.32e-01,
4.500000e-03,5.04e-01,
4.501000e-03,8.48e-01,
4.502000e-03,9.28e-01,
4.503000e-03,8.32e-01,
4.504000e-03,8.24e-01,
4.505000e-03,6.32e-01,
4.506000e-03,3.04e-01,
4.507000e-03,5.28e-01,
4.508000e-03,5.68e-01,
4.509000e-03,7.28e-01,
4.510000e-03,7.52e-01,
4.511000e-03,6.64e-01,
4.512000e-03,8.48e-01,
4.513000e-03,7.68e-01,
4.514000e-03,8.08e-01,
4.515000e-03,9.28e-01,
4.516000e-03,9.04e-01,
4.517000e-03,9.68e-01,
4.518000e-03,7.68e-01,
4.519000e-03,1.01e+00,
4.520000e-03,1.06e+00,
4.521000e-03,1.06e+00,
4.522000e-03,1.02e+00,
4.523000e-03,1.03e+00,
4.524000e-03,9.92e-01,
4.525000e-03,9.84e-01,
4.526000e-03,1.06e+00,
4.527000e-03,1.03e+00,
4.528000e-03,1.11e+00,
4.529000e-03,6.08e-01,
4.530000e-03,1.30e+00,
4.531000e-03,1.06e+00,
4.532000e-03,1.06e+00,
4.533000e-03,1.07e+00,
4.534000e-03,9.52e-01,
4.535000e-03,1.01e+00,
4.536000e-03,8.72e-01,
4.537000e-03,9.52e-01,
4.538000e-03,1.07e+00,
4.539000e-03,1.09e+00,
4.540000e-03,1.21e+00,
4.541000e-03,1.15e+00,
4.542000e-03,1.03e+00,
4.543000e-03,1.06e+00,
4.544000e-03,8.32e-01,
4.545000e-03,1.02e+00,
4.546000e-03,1.22e+00,
4.547000e-03,1.07e+00,
4.548000e-03,1.37e+00,
4.549000e-03,1.27e+00,
4.550000e-03,1.34e+00,
4.551000e-03,1.11e+00,
4.552000e-03,1.18e+00,
4.553000e-03,1.13e+00,
4.554000e-03,9.52e-01,
4.555000e-03,1.10e+00,
4.556000e-03,1.06e+00,
4.557000e-03,1.19e+00,
4.558000e-03,1.06e+00,
4.559000e-03,1.23e+00,
4.560000e-03,1.17e+00,
4.561000e-03,9.44e-01,
4.562000e-03,1.13e+00,
4.563000e-03,9.84e-01,
4.564000e-03,9.68e-01,
4.565000e-03,9.68e-01,
4.566000e-03,9.84e-01,
4.567000e-03,1.13e+00,
4.568000e-03,9.84e-01,
4.569000e-03,9.52e-01,
4.570000e-03,9.68e-01,
4.571000e-03,8.88e-01,
4.572000e-03,1.01e+00,
4.573000e-03,1.13e+00,
4.574000e-03,8.32e-01,
4.575000e-03,9.28e-01,
4.576000e-03,6.72e-01,
4.577000e-03,1.07e+00,
4.578000e-03,1.07e+00,
4.579000e-03,1.01e+00,
4.580000e-03,1.10e+00,
4.581000e-03,9.68e-01,
4.582000e-03,9.68e-01,
4.583000e-03,1.05e+00,
4.584000e-03,1.09e+00,
4.585000e-03,1.01e+00,
4.586000e-03,8.72e-01,
4.587000e-03,9.04e-01,
4.588000e-03,8.64e-01,
4.589000e-03,9.68e-01,
4.590000e-03,1.02e+00,
4.591000e-03,1.06e+00,
4.592000e-03,9.04e-01,
4.593000e-03,9.28e-01,
4.594000e-03,8.32e-01,
4.595000e-03,9.44e-01,
4.596000e-03,1.01e+00,
4.597000e-03,9.04e-01,
4.598000e-03,1.07e+00,
4.599000e-03,9.12e-01,
4.600000e-03,9.84e-01,
4.601000e-03,1.01e+00,
4.602000e-03,1.25e+00,
4.603000e-03,9.68e-01,
4.604000e-03,8.64e-01,
4.605000e-03,8.32e-01,
4.606000e-03,9.28e-01,
4.607000e-03,9.52e-01,
4.608000e-03,9.92e-01,
4.609000e-03,8.72e-01,
4.610000e-03,9.52e-01,
4.611000e-03,9.68e-01,
4.612000e-03,8.64e-01,
4.613000e-03,9.28e-01,
4.614000e-03,9.12e-01,
4.615000e-03,9.52e-01,
4.616000e-03,8.48e-01,
4.617000e-03,7.84e-01,
4.618000e-03,9.84e-01,
4.619000e-03,9.44e-01,
4.620000e-03,9.92e-01,
4.621000e-03,8.24e-01,
4.622000e-03,8.32e-01,
4.623000e-03,7.92e-01,
4.624000e-03,7.68e-01,
4.625000e-03,9.04e-01,
4.626000e-03,8.32e-01,
4.627000e-03,8.08e-01,
4.628000e-03,7.84e-01,
4.629000e-03,7.68e-01,
4.630000e-03,7.84e-01,
4.631000e-03,8.48e-01,
4.632000e-03,6.72e-01,
4.633000e-03,9.28e-01,
4.634000e-03,9.12e-01,
4.635000e-03,9.84e-01,
4.636000e-03,8.88e-01,
4.637000e-03,7.44e-01,
4.638000e-03,6.24e-01,
4.639000e-03,6.64e-01,
4.640000e-03,3.52e-01,
4.641000e-03,3.28e-01,
4.642000e-03,2.64e-01,
4.643000e-03,5.12e-01,
4.644000e-03,6.32e-01,
4.645000e-03,6.48e-01,
4.646000e-03,7.12e-01,
4.647000e-03,8.24e-01,
4.648000e-03,8.72e-01,
4.649000e-03,1.03e+00,
4.650000e-03,7.52e-01,
4.651000e-03,8.88e-01,
4.652000e-03,8.32e-01,
4.653000e-03,9.92e-01,
4.654000e-03,1.03e+00,
4.655000e-03,9.04e-01,
4.656000e-03,1.01e+00,
4.657000e-03,9.12e-01,
4.658000e-03,9.92e-01,
4.659000e-03,8.72e-01,
4.660000e-03,1.01e+00,
4.661000e-03,9.44e-01,
4.662000e-03,8.24e-01,
4.663000e-03,1.09e+00,
4.664000e-03,9.04e-01,
4.665000e-03,1.18e+00,
4.666000e-03,1.18e+00,
4.667000e-03,1.06e+00,
4.668000e-03,1.13e+00,
4.669000e-03,9.52e-01,
4.670000e-03,1.02e+00,
4.671000e-03,1.15e+00,
4.672000e-03,9.84e-01,
4.673000e-03,1.03e+00,
4.674000e-03,1.01e+00,
4.675000e-03,6.08e-01,
4.676000e-03,1.10e+00,
4.677000e-03,1.05e+00,
4.678000e-03,1.25e+00,
4.679000e-03,9.44e-01,
4.680000e-03,9.84e-01,
4.681000e-03,1.07e+00,
4.682000e-03,9.68e-01,
4.683000e-03,1.11e+00,
4.684000e-03,1.05e+00,
4.685000e-03,1.06e+00,
4.686000e-03,1.02e+00,
4.687000e-03,9.52e-01,
4.688000e-03,9.92e-01,
4.689000e-03,9.44e-01,
4.690000e-03,1.03e+00,
4.691000e-03,1.03e+00,
4.692000e-03,9.52e-01,
